Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2001","1.32","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2002","1.27","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2003","1.12","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2004","1.02","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2005","1.04","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2006","0.98","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2007","0.89","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2008","0.86","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2009","0.86","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2010","0.86","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2011","0.84","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2012","0.88","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2013","0.96","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2014","0.94","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2015","1.07","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","13","Central America","2016","1.12","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2000","0.34","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Excluding Mayotte, Réunion, South Sudan.","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2001","0.38","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Excluding Mayotte, Réunion, South Sudan.","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2002","0.35","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Excluding Mayotte, Réunion, South Sudan.","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2003","0.33","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Excluding Mayotte, Réunion, South Sudan.","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2004","0.33","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Excluding Mayotte, Réunion, South Sudan.","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2005","0.34","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2006","0.35","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2007","0.35","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2008","0.36","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2009","0.37","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2010","0.40","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2011","0.42","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2012","0.48","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2013","0.47","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2014","0.44","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2015","0.46","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","14","Eastern Africa","2016","0.43","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2000","1.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Including South Sudan. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2001","1.12","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Including South Sudan. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2002","1.12","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Including South Sudan. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2003","1.14","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Including South Sudan. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2004","1.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. Including South Sudan. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2005","1.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2006","1.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2007","1.18","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2008","1.25","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2009","1.26","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2010","1.23","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2011","1.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2012","1.04","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2013","0.88","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2014","0.92","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2015","0.87","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","15","Northern Africa","2016","0.79","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2000","0.09","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2001","0.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2002","0.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2003","0.08","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2004","0.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2005","0.08","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2006","0.08","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2007","0.08","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2008","0.09","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2009","0.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2010","0.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2011","0.11","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2012","0.09","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2013","0.11","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2014","0.12","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2015","0.10","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","17","Middle Africa","2016","0.09","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2000","0.38","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2001","0.37","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2002","0.36","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2003","0.51","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2004","0.50","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Estimate based on BPM5. ","E","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2005","0.50","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2006","0.49","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2007","0.47","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2008","0.39","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBSVR","Developing countries’ and least developed countries’ share of global services exports (%)","18","Southern Africa","2009","0.42","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","13","Central America","2013","2.29","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","13","Central America","2014","2.37","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","13","Central America","2015","2.61","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","13","Central America","2016","2.64","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2000","0.15","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2001","0.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2002","0.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2003","0.16","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2004","0.16","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2005","0.16","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2006","0.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2007","0.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2008","0.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2009","0.20","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2010","0.21","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2011","0.21","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion, South Sudan.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2012","0.23","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2013","0.22","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2014","0.23","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2015","0.23","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","14","Eastern Africa","2016","0.23","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","15","Northern Africa","2000","0.85","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","15","Northern Africa","2001","0.81","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Including South Sudan. ","CA","PERCENT","G"
